workflow_id,ticket_id,agent_name,agent_stage,input_summary,output_summary,confidence_score,recommended_action,auto_resolution_status,escalation_required,human_override,decision_timestamp,processing_time_seconds,workflow_status
WF-700943,TKT-100025,Supervisor Agent,Review output,VPN client authentication failure,Escalated to Engineering for deep analysis,0.56,Create known issue,No,Yes,No,2024-03-27 16:14:06,2059,Completed
WF-700944,TKT-100185,Intake Agent,Extract info,Security alert for suspicious login attempts,Provided authentication troubleshooting steps,0.663,Wait for customer,No,Yes,No,2024-05-10 22:32:43,1399,In Progress
WF-700945,TKT-101530,Automation Agent,Execute action,Password reset request for shared account,Sent password reset instructions,0.843,Schedule callback,Partial,Yes,No,2024-06-10 21:29:15,177,Completed
WF-700946,TKT-101617,Resolution Agent,Format response,Password reset request for shared account,Routed to Network Operations team,0.818,Route to specialist,Yes,No,No,2024-01-12 05:44:19,3527,Completed
WF-700947,TKT-101087,Intake Agent,Extract info,Refund request for damaged product,Initiated security incident response,0.9,Archive ticket,No,No,No,2024-02-17 09:36:05,3222,Completed
WF-700948,TKT-101402,Intake Agent,Validate format,API integration timeout errors,Routed to Network Operations team,0.601,Archive ticket,Partial,Yes,No,2024-03-09 13:41:34,915,Completed
WF-700949,TKT-101381,Resolution Agent,Search KB,"Billing dispute for $4,500 invoice",Processed refund request and return label,0.711,Request more info,No,No,Yes,2024-01-09 10:01:50,634,In Progress
WF-700950,TKT-100750,Categorization Agent,Route decision,Database performance degradation,Referred to Billing specialist for investigation,0.569,Archive ticket,No,Yes,No,2024-04-30 09:33:29,4600,In Progress
WF-700951,TKT-100419,Categorization Agent,Assess priority,New feature request for dashboard export,Recommended database optimization,0.827,Route to specialist,No,No,No,2024-01-10 23:47:23,3697,Completed
WF-700952,TKT-101540,Automation Agent,Send notification,New feature request for dashboard export,Logged feature request in product backlog,0.595,Request more info,Yes,Yes,No,2024-05-01 00:32:16,645,Completed
WF-700953,TKT-100547,Automation Agent,Send notification,Refund request for damaged product,Initiated security incident response,0.559,Auto-resolve from KB,No,Yes,No,2024-04-12 08:33:45,982,Completed
WF-700954,TKT-100707,Supervisor Agent,Quality check,Database performance degradation,Recommended database optimization,0.849,Route to specialist,Partial,No,No,2024-05-09 19:03:39,2997,In Progress
WF-700955,TKT-101690,Automation Agent,Update records,Password reset request for shared account,Offered firmware rollback or upgrade path,0.873,Request more info,No,Yes,No,2024-01-11 18:02:32,4587,Completed
WF-700956,TKT-101656,Intake Agent,Parse ticket,Password reset request for shared account,Referred to Billing specialist for investigation,0.795,Route to specialist,No,No,No,2024-05-03 18:24:35,2667,Completed
WF-700957,TKT-101962,Intake Agent,Parse ticket,VPN client authentication failure,Initiated security incident response,0.597,Route to specialist,Partial,Yes,No,2024-01-14 16:08:15,973,Completed
WF-700958,TKT-101016,Categorization Agent,Analyze category,Database performance degradation,Routed to Network Operations team,0.714,Create known issue,No,No,No,2024-06-15 03:08:03,3832,Completed
WF-700959,TKT-101908,Categorization Agent,Assess priority,API integration timeout errors,Processed refund request and return label,0.952,Wait for customer,No,Yes,Yes,2024-02-13 21:38:29,4605,In Progress
WF-700960,TKT-100387,Intake Agent,Parse ticket,New feature request for dashboard export,Recommended database optimization,0.665,Request more info,Partial,Yes,No,2024-02-20 02:20:33,477,Completed
WF-700961,TKT-100702,Resolution Agent,Generate solution,Firmware update installation failed,Recommended database optimization,0.531,Archive ticket,No,Yes,No,2024-05-05 09:39:35,169,In Progress
WF-700962,TKT-100622,Automation Agent,Execute action,Security alert for suspicious login attempts,Provided authentication troubleshooting steps,0.733,Create known issue,No,No,No,2024-04-05 15:18:07,2879,Completed
WF-700963,TKT-100590,Intake Agent,Parse ticket,API integration timeout errors,Initiated security incident response,0.556,Wait for customer,No,Yes,No,2024-02-01 13:00:25,1116,In Progress
WF-700964,TKT-101266,Categorization Agent,Route decision,Database performance degradation,Initiated security incident response,0.783,Schedule callback,Yes,Yes,No,2024-05-05 11:28:22,837,Completed
WF-700965,TKT-101418,Categorization Agent,Analyze category,New feature request for dashboard export,Referred to Billing specialist for investigation,0.558,Auto-resolve from KB,Yes,Yes,No,2024-01-18 08:43:26,4484,Failed
WF-700966,TKT-101176,Categorization Agent,Assess priority,Security alert for suspicious login attempts,Escalated to Engineering for deep analysis,0.707,Schedule callback,Yes,No,No,2024-05-25 11:18:21,3974,Escalated
WF-700967,TKT-101363,Resolution Agent,Generate solution,VPN client authentication failure,Escalated to Engineering for deep analysis,0.655,Wait for customer,Yes,Yes,No,2024-06-28 11:25:36,408,Completed
WF-700968,TKT-100332,Automation Agent,Update records,"Billing dispute for $4,500 invoice",Routed to Network Operations team,0.973,Send template response,Partial,Yes,No,2024-01-13 22:42:11,3335,Completed
WF-700969,TKT-101941,Supervisor Agent,Quality check,VPN client authentication failure,Routed to Network Operations team,0.916,Archive ticket,No,Yes,No,2024-02-23 19:00:16,1053,In Progress
WF-700970,TKT-101444,Resolution Agent,Generate solution,Security alert for suspicious login attempts,Offered firmware rollback or upgrade path,0.547,Schedule callback,No,Yes,No,2024-04-21 13:39:16,2027,Completed
WF-700971,TKT-101492,Supervisor Agent,Quality check,"Billing dispute for $4,500 invoice",Sent password reset instructions,0.581,Auto-resolve from KB,Yes,Yes,No,2024-03-30 18:56:39,1462,Completed
WF-700972,TKT-101128,Intake Agent,Extract info,Customer reports connectivity issues affecting production,Processed refund request and return label,0.774,Escalate to manager,No,No,No,2024-04-17 01:19:23,3759,Escalated
WF-700973,TKT-100112,Automation Agent,Send notification,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.761,Archive ticket,Partial,No,No,2024-05-14 12:35:37,3119,Completed
WF-700974,TKT-100569,Categorization Agent,Analyze category,"Billing dispute for $4,500 invoice",Recommended database optimization,0.917,Wait for customer,No,No,No,2024-02-01 12:09:50,353,In Progress
WF-700975,TKT-101998,Automation Agent,Update records,New feature request for dashboard export,Sent password reset instructions,0.931,Request more info,No,No,No,2024-06-17 01:36:52,3501,In Progress
WF-700976,TKT-100114,Resolution Agent,Generate solution,VPN client authentication failure,Processed refund request and return label,0.655,Request more info,Partial,Yes,No,2024-02-09 08:04:47,859,Escalated
WF-700977,TKT-100024,Resolution Agent,Generate solution,API integration timeout errors,Initiated security incident response,0.646,Wait for customer,No,Yes,No,2024-05-11 17:04:25,1976,Completed
WF-700978,TKT-100179,Categorization Agent,Route decision,Password reset request for shared account,Processed refund request and return label,0.963,Wait for customer,Partial,No,No,2024-06-16 14:21:00,1108,Pending
WF-700979,TKT-101987,Supervisor Agent,Escalation decision,Refund request for damaged product,Provided authentication troubleshooting steps,0.564,Route to specialist,No,Yes,No,2024-04-13 20:00:15,4384,Pending
WF-700980,TKT-100621,Supervisor Agent,Escalation decision,API integration timeout errors,Referred to Billing specialist for investigation,0.896,Send template response,No,No,No,2024-04-06 07:18:51,4552,Completed
WF-700981,TKT-101872,Resolution Agent,Generate solution,VPN client authentication failure,Recommended database optimization,0.748,Wait for customer,No,Yes,No,2024-02-25 22:46:58,2903,Completed
WF-700982,TKT-100280,Categorization Agent,Analyze category,Refund request for damaged product,Initiated security incident response,0.566,Archive ticket,Partial,Yes,No,2024-04-18 14:19:27,1968,Completed
WF-700983,TKT-101685,Resolution Agent,Format response,Security alert for suspicious login attempts,Sent password reset instructions,0.898,Archive ticket,Yes,Yes,No,2024-02-02 07:59:02,521,Completed
WF-700984,TKT-101620,Intake Agent,Parse ticket,Security alert for suspicious login attempts,Initiated security incident response,0.843,Wait for customer,No,No,No,2024-06-19 05:13:50,867,Pending
WF-700985,TKT-100589,Supervisor Agent,Review output,Password reset request for shared account,Logged feature request in product backlog,0.531,Auto-resolve from KB,No,Yes,No,2024-01-04 04:13:18,4502,Completed
WF-700986,TKT-100567,Supervisor Agent,Review output,Firmware update installation failed,Escalated to Engineering for deep analysis,0.815,Wait for customer,No,No,No,2024-06-12 11:44:52,4410,Completed
WF-700987,TKT-101286,Supervisor Agent,Escalation decision,"Billing dispute for $4,500 invoice",Escalated to Engineering for deep analysis,0.589,Archive ticket,Partial,Yes,No,2024-04-14 09:39:25,3234,In Progress
WF-700988,TKT-100035,Resolution Agent,Search KB,Firmware update installation failed,Routed to Network Operations team,0.693,Schedule callback,No,Yes,No,2024-01-28 20:04:27,4624,Completed
WF-700989,TKT-101798,Categorization Agent,Assess priority,VPN client authentication failure,Routed to Network Operations team,0.613,Create known issue,No,Yes,No,2024-04-21 22:25:30,3011,Completed
WF-700990,TKT-101303,Resolution Agent,Search KB,Security alert for suspicious login attempts,Initiated security incident response,0.924,Archive ticket,No,No,No,2024-05-30 20:36:00,4756,Completed
WF-700991,TKT-100396,Categorization Agent,Analyze category,Firmware update installation failed,Provided authentication troubleshooting steps,0.638,Archive ticket,No,Yes,No,2024-05-05 11:39:10,2362,Completed
WF-700992,TKT-100647,Resolution Agent,Generate solution,API integration timeout errors,Referred to Billing specialist for investigation,0.749,Archive ticket,No,No,No,2024-04-07 21:32:07,2707,Completed
WF-700993,TKT-100026,Categorization Agent,Route decision,Security alert for suspicious login attempts,Escalated to Engineering for deep analysis,0.729,Wait for customer,No,No,No,2024-01-27 11:13:07,3538,In Progress
WF-700994,TKT-100333,Intake Agent,Parse ticket,VPN client authentication failure,Recommended database optimization,0.96,Escalate to manager,No,Yes,No,2024-04-22 01:56:37,3591,In Progress
WF-700995,TKT-101144,Automation Agent,Send notification,Database performance degradation,Recommended database optimization,0.923,Archive ticket,Partial,Yes,No,2024-02-25 11:00:19,687,Completed
WF-700996,TKT-100854,Supervisor Agent,Review output,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.93,Auto-resolve from KB,No,No,No,2024-03-24 17:07:26,4026,Completed
WF-700997,TKT-100742,Categorization Agent,Assess priority,Firmware update installation failed,Recommended database optimization,0.903,Request more info,No,No,No,2024-02-06 10:19:56,2098,Completed
WF-700998,TKT-101524,Intake Agent,Parse ticket,VPN client authentication failure,Provided authentication troubleshooting steps,0.819,Escalate to manager,No,No,No,2024-02-21 09:12:12,4257,Completed
WF-700999,TKT-100160,Supervisor Agent,Escalation decision,"Billing dispute for $4,500 invoice",Referred to Billing specialist for investigation,0.599,Auto-resolve from KB,Yes,Yes,No,2024-03-09 01:09:10,679,Completed
WF-701000,TKT-101551,Supervisor Agent,Review output,New feature request for dashboard export,Referred to Billing specialist for investigation,0.984,Auto-resolve from KB,No,Yes,No,2024-05-01 22:02:49,4144,Completed
WF-701001,TKT-100121,Supervisor Agent,Review output,Security alert for suspicious login attempts,Routed to Network Operations team,0.848,Route to specialist,Partial,No,Yes,2024-04-01 23:00:00,2838,Completed
WF-701002,TKT-100197,Intake Agent,Validate format,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.638,Escalate to manager,No,Yes,No,2024-03-09 09:58:17,4244,Completed
WF-701003,TKT-100719,Intake Agent,Parse ticket,VPN client authentication failure,Initiated security incident response,0.566,Request more info,No,Yes,No,2024-06-19 08:24:30,3616,Escalated
WF-701004,TKT-101751,Automation Agent,Send notification,Firmware update installation failed,Logged feature request in product backlog,0.642,Archive ticket,No,Yes,No,2024-06-25 22:38:35,545,Completed
WF-701005,TKT-100202,Automation Agent,Execute action,Database performance degradation,Logged feature request in product backlog,0.691,Escalate to manager,Partial,Yes,No,2024-04-01 19:21:51,4125,Completed
WF-701006,TKT-100351,Automation Agent,Execute action,"Billing dispute for $4,500 invoice",Logged feature request in product backlog,0.971,Archive ticket,No,Yes,No,2024-06-04 23:15:32,2633,Completed
WF-701007,TKT-101429,Automation Agent,Execute action,Password reset request for shared account,Referred to Billing specialist for investigation,0.784,Schedule callback,No,Yes,No,2024-05-10 05:31:21,4214,Completed
WF-701008,TKT-100868,Categorization Agent,Route decision,New feature request for dashboard export,Processed refund request and return label,0.783,Route to specialist,Yes,Yes,No,2024-02-24 07:35:07,3494,In Progress
WF-701009,TKT-100954,Intake Agent,Validate format,VPN client authentication failure,Sent password reset instructions,0.543,Request more info,No,Yes,No,2024-03-27 22:59:28,472,Completed
