feedback_id,ticket_id,customer_id,feedback_text,feedback_rating,sentiment,churn_risk,response_time_satisfaction,agent_behavior_score,resolution_satisfaction,would_recommend,customer_emotion,repeat_customer,feedback_channel,feedback_date
FB-601140,TKT-101277,CUST-10266,Nothing special but acceptable.,3,Neutral,Medium,3,5,4,No,Neutral,Yes,Phone,2024-05-25
FB-601141,TKT-101240,CUST-12308,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,4,1,Yes,Delighted,Yes,Phone,2024-04-19
FB-601142,TKT-101342,CUST-08824,Agent was knowledgeable and helpful.,5,Positive,Medium,4,3,4,Yes,Satisfied,No,Email,2024-04-18
FB-601143,TKT-100739,CUST-09722,Standard support experience.,3,Neutral,Low,3,4,4,No,Neutral,No,Email,2024-03-24
FB-601144,TKT-101686,CUST-14040,Got the help I needed but could have been faster.,3,Neutral,Low,4,1,5,Yes,Neutral,No,Chat,2024-03-29
FB-601145,TKT-100159,CUST-12196,Satisfied with the resolution provided.,5,Positive,Medium,2,4,5,Yes,Satisfied,Yes,Phone,2024-05-12
FB-601146,TKT-101088,CUST-09302,Support was adequate. Could be better.,3,Neutral,Low,3,4,5,Yes,Neutral,No,Phone,2024-05-09
FB-601147,TKT-101167,CUST-08634,Support was adequate. Could be better.,3,Neutral,Low,5,5,4,No,Neutral,No,Social Media,2024-06-20
FB-601148,TKT-100733,CUST-07372,Standard support experience.,3,Neutral,Low,4,3,3,No,Neutral,No,Phone,2024-05-09
FB-601149,TKT-101622,CUST-09921,Support quality has declined recently.,2,Negative,Low,1,1,5,No,Frustrated,No,Chat,2024-04-02
FB-601150,TKT-101346,CUST-06698,Support quality has declined recently.,3,Negative,Low,5,4,1,No,Frustrated,No,Chat,2024-04-25
FB-601151,TKT-101126,CUST-04540,Got the help I needed but could have been faster.,3,Neutral,Low,4,1,4,No,Neutral,No,Survey,2024-01-15
FB-601152,TKT-101691,CUST-04537,No solution provided. Ticket was escalated multiple times.,1,Very Negative,Medium,5,4,2,No,Angry,No,Social Media,2024-06-20
FB-601153,TKT-101117,CUST-03880,Standard support experience.,3,Neutral,Low,5,4,3,No,Neutral,Yes,Survey,2024-03-10
FB-601154,TKT-100916,CUST-05409,Completely unacceptable service. Agent was rude and dismissive.,1,Very Negative,Low,5,3,3,No,Angry,No,Chat,2024-05-14
FB-601155,TKT-101220,CUST-10817,Terrible support. I'm switching providers immediately.,2,Very Negative,Low,5,5,3,No,Angry,Yes,Chat,2024-03-07
FB-601156,TKT-100013,CUST-10371,Support was adequate. Could be better.,3,Neutral,Low,4,5,5,Yes,Neutral,No,Email,2024-05-16
FB-601157,TKT-101580,CUST-04710,No solution provided. Ticket was escalated multiple times.,1,Very Negative,Low,5,2,4,No,Angry,No,Social Media,2024-05-31
FB-601158,TKT-101139,CUST-08216,Satisfied with the resolution provided.,5,Positive,Low,1,3,3,Yes,Satisfied,Yes,Email,2024-04-16
FB-601159,TKT-100942,CUST-05746,Issue resolved in reasonable time.,5,Positive,Low,4,3,4,Yes,Satisfied,Yes,Chat,2024-02-26
FB-601160,TKT-101821,CUST-06614,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,2,5,2,No,Angry,Yes,Chat,2024-06-28
FB-601161,TKT-100188,CUST-08216,Staff doesn't know what they're doing. Product is broken.,1,Very Negative,Low,4,3,4,No,Angry,No,Phone,2024-04-06
FB-601162,TKT-101503,CUST-11142,Got the help I needed but could have been faster.,3,Neutral,Low,2,3,5,No,Neutral,Yes,Social Media,2024-03-19
FB-601163,TKT-101678,CUST-03986,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,3,4,Yes,Delighted,No,Chat,2024-04-07
FB-601164,TKT-100076,CUST-03639,Support quality has declined recently.,3,Negative,Low,4,5,1,No,Angry,Yes,Email,2024-03-18
FB-601165,TKT-101887,CUST-06284,Got the help I needed but could have been faster.,3,Neutral,Low,4,5,3,No,Neutral,No,Survey,2024-05-01
FB-601166,TKT-100853,CUST-01166,Response time was slow. Could have been resolved faster.,3,Negative,Low,4,4,3,Yes,Frustrated,No,Social Media,2024-03-08
FB-601167,TKT-101901,CUST-06442,Standard support experience.,3,Neutral,Low,4,3,5,Yes,Neutral,Yes,Email,2024-04-20
FB-601168,TKT-100653,CUST-07376,Support quality has declined recently.,2,Negative,Low,4,4,4,No,Frustrated,Yes,Social Media,2024-04-12
FB-601169,TKT-101429,CUST-14779,Fastest resolution ever. Very impressed.,5,Very Positive,Low,2,4,3,Yes,Delighted,Yes,Survey,2024-03-23
FB-601170,TKT-101988,CUST-03840,Nothing special but acceptable.,3,Neutral,Medium,4,2,5,Yes,Neutral,Yes,Chat,2024-01-30
FB-601171,TKT-101610,CUST-02361,Issue resolved in reasonable time.,4,Positive,Low,3,5,4,Yes,Satisfied,Yes,Email,2024-01-23
FB-601172,TKT-100974,CUST-04042,Issue was resolved eventually.,3,Neutral,Low,2,4,4,No,Neutral,Yes,Survey,2024-02-26
FB-601173,TKT-101027,CUST-08479,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,5,3,2,No,Frustrated,No,Survey,2024-03-26
FB-601174,TKT-101145,CUST-11832,Standard support experience.,3,Neutral,Low,4,4,3,No,Neutral,No,Phone,2024-02-12
FB-601175,TKT-101149,CUST-13578,Terrible support. I'm switching providers immediately.,1,Very Negative,Low,3,5,3,No,Angry,Yes,Email,2024-05-10
FB-601176,TKT-100545,CUST-03640,Agent explained everything clearly.,5,Positive,Low,3,5,5,Yes,Satisfied,Yes,Social Media,2024-04-09
FB-601177,TKT-100183,CUST-09043,Agent explained everything clearly.,4,Positive,Low,1,4,4,Yes,Satisfied,No,Chat,2024-03-05
FB-601178,TKT-100390,CUST-06729,Outstanding service. Highly recommend!,5,Very Positive,Low,5,3,5,Yes,Delighted,No,Email,2024-03-14
FB-601179,TKT-101576,CUST-01037,Support was adequate. Could be better.,3,Neutral,Low,5,5,5,No,Neutral,No,Survey,2024-01-09
FB-601180,TKT-101276,CUST-07047,Standard support experience.,3,Neutral,Low,4,1,5,Yes,Neutral,No,Phone,2024-02-06
FB-601181,TKT-100408,CUST-08763,Resolution took longer than expected.,3,Negative,Low,3,5,2,Yes,Frustrated,No,Email,2024-03-04
FB-601182,TKT-100230,CUST-14874,Completely unacceptable service. Agent was rude and dismissive.,2,Very Negative,High,4,4,5,No,Angry,Yes,Social Media,2024-03-05
FB-601183,TKT-101897,CUST-05749,Good support experience overall.,5,Positive,Medium,2,5,4,Yes,Satisfied,Yes,Email,2024-02-10
FB-601184,TKT-100624,CUST-05703,Agent explained everything clearly.,4,Positive,Low,5,4,3,Yes,Satisfied,Yes,Phone,2024-05-13
FB-601185,TKT-101515,CUST-05838,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,4,5,4,No,Frustrated,Yes,Social Media,2024-06-26
FB-601186,TKT-101536,CUST-03765,Satisfied with the resolution provided.,5,Positive,Low,3,4,4,Yes,Satisfied,No,Phone,2024-05-27
FB-601187,TKT-101423,CUST-04351,Issue was resolved eventually.,3,Neutral,Low,4,4,2,No,Neutral,No,Social Media,2024-06-18
FB-601188,TKT-100089,CUST-04513,Issue resolved in reasonable time.,5,Positive,Low,1,4,5,Yes,Satisfied,Yes,Phone,2024-03-20
FB-601189,TKT-101616,CUST-03667,Satisfied with the resolution provided.,4,Positive,Low,5,3,4,Yes,Satisfied,Yes,Survey,2024-03-01
FB-601190,TKT-101340,CUST-11248,Issue was resolved eventually.,3,Neutral,Low,4,4,3,No,Neutral,No,Chat,2024-01-12
FB-601191,TKT-101770,CUST-02724,Agent was knowledgeable and helpful.,5,Positive,Low,2,2,2,Yes,Satisfied,Yes,Survey,2024-03-25
FB-601192,TKT-100473,CUST-03809,Nothing special but acceptable.,3,Neutral,Medium,3,4,4,Yes,Neutral,No,Survey,2024-04-21
FB-601193,TKT-101775,CUST-06972,Satisfied with the resolution provided.,5,Positive,Low,4,4,3,Yes,Satisfied,Yes,Phone,2024-04-14
FB-601194,TKT-101025,CUST-14062,Satisfied with the resolution provided.,4,Positive,Low,5,3,1,Yes,Satisfied,No,Email,2024-05-11
FB-601195,TKT-100081,CUST-04123,Support quality has declined recently.,2,Negative,Medium,4,5,5,No,Frustrated,Yes,Survey,2024-02-27
FB-601196,TKT-100805,CUST-10515,Support was adequate. Could be better.,3,Neutral,Low,4,4,2,Yes,Neutral,Yes,Chat,2024-06-16
FB-601197,TKT-100727,CUST-08634,Got the help I needed but could have been faster.,3,Neutral,Low,4,3,5,Yes,Neutral,No,Social Media,2024-01-02
FB-601198,TKT-100564,CUST-11631,Agent was knowledgeable and helpful.,5,Positive,Medium,4,2,1,Yes,Satisfied,No,Survey,2024-06-06
FB-601199,TKT-101823,CUST-03489,Issue was resolved eventually.,3,Neutral,Low,1,4,2,No,Neutral,Yes,Chat,2024-03-22
